h5_file,scenario_year,scenario_label,node,carrier,carrier_class,annual_import,annual_export,import_cost,export_revenue,net_cost
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,DE,methane,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,DE,methane_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,DE,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,DE,naphtha,Fossil feedstock,11068279.36636068,0.0,8101980496.176017,0.0,8101980496.176017
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,DE,naphtha_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,DE,nitrogen,Other carriers,0.0,761079.6460176985,0.0,7610.796460176984,-7610.796460176984
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,DE,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,DE,propylene,Chemical products,0.0,82989.9508038112,0.0,829.8995080381118,-829.8995080381118
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,DE,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,DE,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL1,CO2,CO2,0.0,852857.223797587,0.0,-83580007.93216352,83580007.93216352
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL1,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL1,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL1,MPW,MPW,161249.99999999994,0.0,74497500.0,0.0,74497500.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL1,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL1,biomass,Bio feedstock,4794.370967741934,0.0,189931.95828710776,0.0,189931.95828710776
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL1,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL1,cracking_byproducts,Chemical products,0.0,2112594.1002992806,0.0,1248543113.2768745,-1248543113.2768745
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL1,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL1,electricity_grid,Electricity,2468236.072795028,0.0,132774520.16872725,0.0,132774520.16872725
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL1,ethylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL1,feedgas,Fossil feedstock,0.0,263.05994287176554,0.0,135291.72861894904,-135291.72861894904
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL1,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL1,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL1,methane,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL1,methane_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL1,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL1,naphtha,Fossil feedstock,5386522.438294953,0.0,3942934424.8319054,0.0,3942934424.8319054
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL1,naphtha_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL1,nitrogen,Other carriers,0.0,362878.5802560551,0.0,3628.785802560551,-3628.785802560551
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL1,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL1,propylene,Chemical products,0.0,42159.68808563368,0.0,421.59688085633684,-421.59688085633684
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL1,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL1,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL2,CO2,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL2,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL2,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL2,MPW,MPW,161249.99999999994,0.0,74497500.0,0.0,74497500.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL2,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL2,biomass,Bio feedstock,4794.370967741934,0.0,189931.95828710776,0.0,189931.95828710776
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL2,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL2,cracking_byproducts,Chemical products,0.0,1363305.7628363883,0.0,805713705.8363056,-805713705.8363056
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL2,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL2,electricity_grid,Electricity,2268152.1681414265,0.0,120485811.12971753,0.0,120485811.12971753
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL2,ethylene,Chemical products,0.0,280.0995968619702,0.0,2.800995968619702,-2.800995968619702
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL2,feedgas,Fossil feedstock,0.0,115.97979996142004,0.0,59648.41112015833,-59648.41112015833
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL2,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL2,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL2,methane,Fossil feedstock,7292.781025917369,0.0,7501354.563258605,0.0,7501354.563258605
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL2,methane_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL2,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL2,naphtha,Fossil feedstock,3476047.3300264897,0.0,2544466645.5793905,0.0,2544466645.5793905
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL2,naphtha_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL2,nitrogen,Other carriers,0.0,806174.3023442783,0.0,8061.743023442783,-8061.743023442783
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL2,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL2,propylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL2,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL2,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL3,CO2,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL3,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL3,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL3,MPW,MPW,161249.99999999994,0.0,74497500.0,0.0,74497500.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL3,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL3,biomass,Bio feedstock,4794.370967741934,0.0,189931.95828710776,0.0,189931.95828710776
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL3,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL3,cracking_byproducts,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL3,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL3,electricity_grid,Electricity,572078.5449606958,0.0,30795384.19823049,0.0,30795384.19823049
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL3,ethylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL3,feedgas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL3,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL3,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL3,methane,Fossil feedstock,255543.81482464823,0.0,262852367.9286331,0.0,262852367.9286331
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL3,methane_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL3,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL3,naphtha,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL3,naphtha_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL3,nitrogen,Other carriers,0.0,540986.2559837804,0.0,5409.862559837802,-5409.862559837802
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL3,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL3,propylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL3,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL3,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL4,CO2,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL4,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL4,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL4,MPW,MPW,161249.99999999994,0.0,74497500.0,0.0,74497500.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL4,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL4,biomass,Bio feedstock,4794.370967741934,0.0,189931.95828710776,0.0,189931.95828710776
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL4,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL4,cracking_byproducts,Chemical products,0.0,468378.1900373759,0.0,276811510.31208915,-276811510.31208915
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL4,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL4,electricity_grid,Electricity,3180613.1122762356,0.0,171214606.1783406,0.0,171214606.1783406
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL4,ethylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL4,feedgas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL4,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL4,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL4,methane,Fossil feedstock,996804.1894986252,0.0,1025312789.3182855,0.0,1025312789.3182855
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL4,methane_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL4,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL4,naphtha,Fossil feedstock,1194233.018963262,0.0,874178569.8811078,0.0,874178569.8811078
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL4,naphtha_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL4,nitrogen,Other carriers,0.0,2537498.799062076,0.0,25374.987990620764,-25374.987990620764
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL4,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL4,propylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL4,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2030\optimization_results.h5,2030,2030,NL4,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL1,CO2,CO2,0.0,2141284.1099122046,0.0,-209845842.77139607,209845842.77139607
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL1,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL1,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL1,MPW,MPW,98000.00000000003,0.0,10584000.000000004,0.0,10584000.000000004
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL1,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL1,biomass,Bio feedstock,172307.25806451615,0.0,4843117.109289901,0.0,4843117.109289901
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL1,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL1,cracking_byproducts,Chemical products,0.0,2318945.087273389,0.0,1370496546.5785728,-1370496546.5785728
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL1,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL1,electricity_grid,Electricity,4868091.737015704,0.0,345929660.9057661,0.0,345929660.9057661
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL1,ethylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL1,feedgas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL1,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL1,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL1,methane,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL1,methane_bio,Bio feedstock,11771.263462070634,0.0,21576725.92597547,0.0,21576725.92597547
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL1,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL1,naphtha,Fossil feedstock,5852659.579993343,0.0,4284146812.555127,0.0,4284146812.555127
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL1,naphtha_bio,Bio feedstock,60000.000000000015,0.0,109800000.00000003,0.0,109800000.00000003
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL1,nitrogen,Other carriers,0.0,2140309.2860697065,0.0,21403.092860697066,-21403.092860697066
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL1,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL1,propylene,Chemical products,0.0,72118.6830450091,0.0,721.186830450091,-721.186830450091
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL1,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL1,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL2,CO2,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL2,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL2,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL2,MPW,MPW,98000.00000000003,0.0,10584000.000000004,0.0,10584000.000000004
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL2,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL2,biomass,Bio feedstock,172307.25806451615,0.0,4843117.109289901,0.0,4843117.109289901
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL2,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL2,cracking_byproducts,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL2,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL2,electricity_grid,Electricity,53456.93771915177,0.0,3876641.743538078,0.0,3876641.743538078
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL2,ethylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL2,feedgas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL2,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL2,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL2,methane,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL2,methane_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL2,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL2,naphtha,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL2,naphtha_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL2,nitrogen,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL2,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL2,propylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL2,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,BEL2,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,DE,CO2,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,DE,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,DE,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,DE,MPW,MPW,379500.0,0.0,40986000.0,0.0,40986000.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,DE,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,DE,biomass,Bio feedstock,96774.19354838712,0.0,5781000.000000001,0.0,5781000.000000001
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,DE,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,DE,cracking_byproducts,Chemical products,0.0,2500833.78172475,0.0,1477992764.9993274,-1477992764.9993274
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,DE,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,DE,electricity_grid,Electricity,10025781.175315322,0.0,787176742.5310122,0.0,787176742.5310122
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,DE,ethylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,DE,feedgas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,DE,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,DE,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,DE,methane,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,DE,methane_bio,Bio feedstock,2842582.1882847897,0.0,5210453151.1260195,0.0,5210453151.1260195
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,DE,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,DE,naphtha,Fossil feedstock,6256424.7366770785,0.0,4579702907.2476225,0.0,4579702907.2476225
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,DE,naphtha_bio,Bio feedstock,120000.0,0.0,219599999.99999997,0.0,219599999.99999997
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,DE,nitrogen,Other carriers,0.0,8011003.257535422,0.0,80110.03257535424,-80110.03257535424
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,DE,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,DE,propylene,Chemical products,0.0,880190.7427170944,0.0,8801.907427170943,-8801.907427170943
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,DE,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,DE,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL1,CO2,CO2,0.0,7270359.139535844,0.0,-712495195.6745127,712495195.6745127
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL1,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL1,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL1,MPW,MPW,124999.99999999994,0.0,13499999.999999996,0.0,13499999.999999996
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL1,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL1,biomass,Bio feedstock,4794.370967741936,0.0,174434.01688542427,0.0,174434.01688542427
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL1,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL1,cracking_byproducts,Chemical products,0.0,1721713.2149557201,0.0,1017532510.0388308,-1017532510.0388308
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL1,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL1,electricity_grid,Electricity,14660197.771013992,0.0,761309298.628814,0.0,761309298.628814
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL1,ethylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL1,feedgas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL1,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL1,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL1,methane,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL1,methane_bio,Bio feedstock,1072717.8748703878,0.0,1966291864.6374211,0.0,1966291864.6374211
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL1,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL1,naphtha,Fossil feedstock,4269885.81069791,0.0,3125556413.4308705,0.0,3125556413.4308705
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL1,naphtha_bio,Bio feedstock,120000.0,0.0,219599999.99999997,0.0,219599999.99999997
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL1,nitrogen,Other carriers,0.0,444812.0690425563,0.0,4448.120690425562,-4448.120690425562
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL1,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL1,propylene,Chemical products,0.0,211499.86835113447,0.0,2114.998683511344,-2114.998683511344
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL1,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2040\optimization_results.h5,2040,2040,NL1,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
