h5_file,scenario_year,scenario_label,node,carrier,carrier_class,annual_import,annual_export,import_cost,export_revenue,net_cost
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL3,feedgas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL3,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL3,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL3,methane,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL3,methane_bio,Bio feedstock,949723.4133865905,0.0,1740843016.7376206,0.0,1740843016.7376206
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL3,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL3,naphtha,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL3,naphtha_bio,Bio feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL3,nitrogen,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL3,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL3,propylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL3,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL3,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL4,CO2,CO2,0.0,11000000.000000004,0.0,-1078000000.0000002,1078000000.0000002
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL4,CO2captured,CO2,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL4,HBfeed,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL4,MPW,MPW,124999.99999999997,0.0,5249999.999999999,0.0,5249999.999999999
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL4,ammonia,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL4,biomass,Bio feedstock,4794.370967741936,0.0,160495.34855701023,0.0,160495.34855701023
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL4,crackergas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL4,cracking_byproducts,Chemical products,0.0,71038.0971681384,0.0,41983515.426369786,-41983515.426369786
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL4,electricity,Electricity,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL4,electricity_grid,Electricity,39943393.28650342,0.0,1843648641.8749514,0.0,1843648641.8749514
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL4,ethylene,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL4,feedgas,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL4,hydrogen,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL4,hydrogen_transported,Hydrogen,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL4,methane,Fossil feedstock,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL4,methane_bio,Bio feedstock,2449999.999850171,0.0,4490849999.725364,0.0,4490849999.725364
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL4,methanol,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL4,naphtha,Fossil feedstock,1127.2237841366782,0.0,825127.8099880484,0.0,825127.8099880484
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL4,naphtha_bio,Bio feedstock,180000.0,0.0,329400000.0,0.0,329400000.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL4,nitrogen,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL4,olefins,Chemical products,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL4,propylene,Chemical products,0.0,172138.48380959558,0.0,1721.3848380959562,-1721.3848380959562
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL4,steam,Other carriers,0.0,0.0,0.0,0.0,0.0
output\base_case_5_dd\2050\optimization_results.h5,2050,2050,NL4,syngas,Chemical products,0.0,0.0,0.0,0.0,0.0
